Data,ID_Veiculo,KM Percorridos,ValorAbastecimento,ValorManutencao,CustoFixo,CustoTotal
10/2017,7075,117,R$ 67.32,R$ 30.24,R$ 174.18,R$ 271.74
10/2017,7085,175,R$ 49.51,R$ 22.34,R$ 166.89,R$ 238.74
10/2017,7095,58,R$ 595.76,R$ 246.90,"R$ 2,313.36","R$ 3,156.02"
10/2017,7105,117,R$ 51.98,R$ 24.23,R$ 136.09,R$ 212.31
10/2017,7115,58,R$ 4.58,R$ 1.70,R$ 15.07,R$ 21.35
10/2017,7125,175,R$ 66.88,R$ 35.23,R$ 170.17,R$ 272.28
10/2017,7135,175,R$ 27.80,R$ 12.43,R$ 96.11,R$ 136.33
10/2017,7145,58,R$ 21.76,R$ 8.42,R$ 82.39,R$ 112.57
10/2017,7155,58,R$ 0.48,R$ 0.20,R$ 1.45,R$ 2.13
10/2017,7165,292,R$ 154.40,R$ 71.33,R$ 610.32,R$ 836.05
10/2017,7175,58,R$ 4.88,R$ 2.21,R$ 15.80,R$ 22.90
10/2017,7185,58,R$ 0.46,R$ 0.21,R$ 1.23,R$ 1.89
10/2017,7195,58,R$ 19.76,R$ 8.23,R$ 54.81,R$ 82.79
10/2017,7205,58,R$ 701.35,R$ 255.47,"R$ 1,615.29","R$ 2,572.11"
10/2017,7215,117,R$ 23.38,R$ 9.88,R$ 98.18,R$ 131.43
11/2017,2025,216,R$ 986.80,R$ 449.59,"R$ 2,373.65","R$ 3,810.04"
11/2017,2035,524,"R$ 4,408.04","R$ 1,835.65","R$ 11,245.64","R$ 17,489.33"
11/2017,2045,201,R$ 943.79,R$ 367.04,"R$ 2,434.40","R$ 3,745.23"
11/2017,2055,480,R$ 652.77,R$ 308.60,"R$ 1,595.45","R$ 2,556.82"
11/2017,2065,406,R$ 123.58,R$ 52.97,R$ 341.17,R$ 517.71
11/2017,2075,331,R$ 250.63,R$ 132.01,"R$ 1,024.11","R$ 1,406.75"
11/2017,2085,605,R$ 271.60,R$ 103.02,R$ 698.78,"R$ 1,073.39"
11/2017,2095,659,R$ 171.23,R$ 70.28,R$ 433.12,R$ 674.63
11/2017,2105,277,R$ 277.55,R$ 148.79,"R$ 1,023.78","R$ 1,450.12"
11/2017,2115,471,R$ 153.42,R$ 67.01,R$ 564.03,R$ 784.46
11/2017,2125,373,"R$ 1,375.30",R$ 718.00,"R$ 3,641.77","R$ 5,735.06"
11/2017,2135,165,R$ 59.42,R$ 28.48,R$ 260.90,R$ 348.80
11/2017,2145,200,R$ 311.88,R$ 114.77,"R$ 1,070.38","R$ 1,497.03"
11/2017,2155,605,R$ 977.24,R$ 445.23,"R$ 3,022.75","R$ 4,445.21"
11/2017,2165,225,R$ 471.74,R$ 227.13,"R$ 1,179.81","R$ 1,878.68"
11/2017,2175,191,R$ 99.69,R$ 45.63,R$ 293.71,R$ 439.03
11/2017,2185,237,R$ 637.67,R$ 295.97,"R$ 2,589.53","R$ 3,523.16"
11/2017,2195,465,"R$ 1,293.92",R$ 459.36,"R$ 4,313.43","R$ 6,066.71"
11/2017,2205,324,R$ 618.29,R$ 259.97,"R$ 1,901.02","R$ 2,779.27"
11/2017,2215,284,R$ 323.19,R$ 141.83,"R$ 1,106.01","R$ 1,571.03"
11/2017,2225,439,R$ 375.23,R$ 179.03,"R$ 1,561.24","R$ 2,115.50"
11/2017,2235,1029,"R$ 3,798.42","R$ 1,896.36","R$ 11,562.12","R$ 17,256.90"
11/2017,2245,617,R$ 141.84,R$ 65.83,R$ 493.91,R$ 701.57
11/2017,2255,446,"R$ 1,810.91",R$ 663.02,"R$ 4,781.00","R$ 7,254.92"
11/2017,2265,383,R$ 178.97,R$ 80.41,R$ 548.63,R$ 808.01
11/2017,2275,244,R$ 10.52,R$ 4.32,R$ 44.28,R$ 59.12
11/2017,2285,713,R$ 494.61,R$ 261.68,"R$ 1,528.56","R$ 2,284.85"
11/2017,2295,318,R$ 102.23,R$ 36.29,R$ 363.35,R$ 501.86
11/2017,2305,629,R$ 237.11,R$ 91.76,R$ 667.71,R$ 996.58
11/2017,2315,387,R$ 189.55,R$ 101.17,R$ 675.11,R$ 965.83
11/2017,2325,534,"R$ 1,510.74",R$ 644.39,"R$ 5,856.50","R$ 8,011.63"
11/2017,2335,194,R$ 135.32,R$ 67.87,R$ 410.67,R$ 613.86
11/2017,2345,515,R$ 168.02,R$ 61.20,R$ 561.20,R$ 790.42
11/2017,2355,763,R$ 444.95,R$ 172.19,"R$ 1,412.93","R$ 2,030.06"
11/2017,2365,365,R$ 69.08,R$ 35.59,R$ 297.90,R$ 402.57
11/2017,2375,509,R$ 93.88,R$ 35.96,R$ 273.39,R$ 403.23
11/2017,2385,490,"R$ 1,815.71",R$ 674.97,"R$ 4,351.83","R$ 6,842.51"
11/2017,2395,202,R$ 55.22,R$ 22.12,R$ 229.53,R$ 306.86
11/2017,2405,188,R$ 148.64,R$ 63.41,R$ 556.25,R$ 768.29
11/2017,2415,757,R$ 671.68,R$ 350.66,"R$ 2,038.57","R$ 3,060.91"
11/2017,2425,615,R$ 332.15,R$ 126.62,"R$ 1,101.68","R$ 1,560.44"
11/2017,2435,598,R$ 269.93,R$ 132.35,"R$ 1,163.04","R$ 1,565.33"
11/2017,2445,853,"R$ 2,879.00","R$ 1,204.69","R$ 7,891.94","R$ 11,975.63"
11/2017,2455,558,R$ 321.70,R$ 160.61,"R$ 1,024.91","R$ 1,507.22"
11/2017,2465,405,R$ 386.17,R$ 177.58,"R$ 1,321.68","R$ 1,885.43"
11/2017,2475,335,R$ 413.30,R$ 209.14,"R$ 1,438.61","R$ 2,061.04"
11/2017,2485,430,R$ 668.98,R$ 239.96,"R$ 2,683.72","R$ 3,592.66"
11/2017,2495,380,R$ 70.28,R$ 32.17,R$ 253.28,R$ 355.73
11/2017,2505,401,R$ 184.73,R$ 80.30,R$ 621.38,R$ 886.41
11/2017,2515,586,R$ 469.56,R$ 249.53,"R$ 1,341.32","R$ 2,060.41"
11/2017,2525,239,R$ 73.48,R$ 26.77,R$ 211.07,R$ 311.31
11/2017,2535,297,R$ 39.94,R$ 16.00,R$ 96.05,R$ 151.99
11/2017,2545,514,R$ 695.06,R$ 261.01,"R$ 1,677.73","R$ 2,633.79"
11/2017,2555,717,R$ 477.64,R$ 224.77,"R$ 1,879.97","R$ 2,582.37"
11/2017,2565,716,"R$ 1,447.50",R$ 605.69,"R$ 3,880.88","R$ 5,934.08"
11/2017,2575,480,R$ 281.21,R$ 114.86,R$ 772.28,"R$ 1,168.34"
11/2017,2585,707,R$ 432.78,R$ 220.97,"R$ 1,562.34","R$ 2,216.09"
11/2017,2595,446,R$ 778.76,R$ 307.37,"R$ 2,235.36","R$ 3,321.49"
11/2017,2605,535,R$ 151.19,R$ 57.06,R$ 360.74,R$ 569.00
11/2017,2615,632,R$ 308.49,R$ 133.47,R$ 865.61,"R$ 1,307.57"
11/2017,2625,367,R$ 498.95,R$ 246.87,"R$ 1,243.04","R$ 1,988.86"
11/2017,2635,438,R$ 247.22,R$ 93.77,"R$ 1,001.49","R$ 1,342.48"
11/2017,2645,293,"R$ 1,290.04",R$ 676.48,"R$ 4,861.67","R$ 6,828.19"
11/2017,2655,337,R$ 86.99,R$ 40.75,R$ 381.19,R$ 508.93
11/2017,2665,326,R$ 523.39,R$ 196.54,"R$ 1,385.12","R$ 2,105.04"
11/2017,2675,471,"R$ 1,175.18",R$ 592.01,"R$ 3,523.78","R$ 5,290.96"
11/2017,2685,199,R$ 93.12,R$ 45.45,R$ 367.17,R$ 505.74
11/2017,2695,500,R$ 886.82,R$ 411.59,"R$ 2,421.95","R$ 3,720.36"
11/2017,2705,547,"R$ 1,058.00",R$ 535.38,"R$ 2,882.41","R$ 4,475.79"
11/2017,2715,629,R$ 865.56,R$ 398.03,"R$ 3,540.95","R$ 4,804.54"
11/2017,2725,454,R$ 154.34,R$ 71.96,R$ 472.16,R$ 698.46
11/2017,2735,698,R$ 79.93,R$ 38.48,R$ 250.47,R$ 368.88
11/2017,2745,673,R$ 209.28,R$ 82.61,R$ 848.28,"R$ 1,140.17"
11/2017,2755,715,R$ 268.74,R$ 102.45,R$ 810.95,"R$ 1,182.14"
11/2017,2765,848,R$ 372.06,R$ 181.61,"R$ 1,298.05","R$ 1,851.71"
11/2017,2775,1060,R$ 906.53,R$ 467.00,"R$ 3,379.19","R$ 4,752.72"
11/2017,2785,467,R$ 568.43,R$ 250.64,"R$ 2,044.80","R$ 2,863.87"
11/2017,2795,327,R$ 276.74,R$ 147.71,R$ 701.43,"R$ 1,125.89"
11/2017,2805,632,R$ 127.12,R$ 60.38,R$ 544.91,R$ 732.40
11/2017,2815,477,"R$ 1,363.31",R$ 699.18,"R$ 5,000.83","R$ 7,063.31"
11/2017,2825,733,R$ 381.12,R$ 143.84,"R$ 1,136.30","R$ 1,661.27"
11/2017,2835,427,"R$ 1,507.02",R$ 551.75,"R$ 3,475.56","R$ 5,534.33"
11/2017,2845,272,R$ 823.61,R$ 394.75,"R$ 2,165.98","R$ 3,384.34"
11/2017,2855,222,R$ 31.72,R$ 13.34,R$ 92.73,R$ 137.78
11/2017,2865,767,R$ 741.47,R$ 385.38,"R$ 2,120.55","R$ 3,247.40"
11/2017,2875,473,R$ 460.79,R$ 200.32,"R$ 1,222.39","R$ 1,883.49"
11/2017,2885,631,R$ 114.56,R$ 43.67,R$ 447.98,R$ 606.20
11/2017,2895,359,R$ 122.65,R$ 52.82,R$ 479.26,R$ 654.72
11/2017,2905,496,R$ 236.84,R$ 88.94,R$ 584.21,R$ 909.98
11/2017,2915,668,R$ 161.06,R$ 66.43,R$ 380.75,R$ 608.24
11/2017,2925,842,R$ 449.98,R$ 214.69,"R$ 1,418.93","R$ 2,083.60"
11/2017,2935,587,R$ 500.92,R$ 262.68,"R$ 1,571.56","R$ 2,335.16"
11/2017,2945,377,R$ 724.38,R$ 379.85,"R$ 2,105.74","R$ 3,209.97"
11/2017,2955,540,R$ 71.20,R$ 34.43,R$ 310.23,R$ 415.86
11/2017,2965,682,R$ 225.41,R$ 86.36,R$ 537.71,R$ 849.47
11/2017,2975,818,R$ 333.80,R$ 128.52,R$ 977.93,"R$ 1,440.24"
11/2017,2985,578,R$ 664.66,R$ 250.85,"R$ 2,703.09","R$ 3,618.59"
11/2017,2995,328,R$ 329.78,R$ 155.19,R$ 858.44,"R$ 1,343.42"
11/2017,3005,378,R$ 134.81,R$ 52.17,R$ 436.28,R$ 623.27
11/2017,3015,312,R$ 351.15,R$ 166.01,"R$ 1,022.00","R$ 1,539.15"
11/2017,3025,221,R$ 163.82,R$ 78.87,R$ 433.33,R$ 676.01
11/2017,3035,402,R$ 48.32,R$ 23.69,R$ 208.16,R$ 280.16
11/2017,3045,194,R$ 93.39,R$ 33.33,R$ 360.67,R$ 487.39
11/2017,3055,674,R$ 570.21,R$ 279.59,"R$ 2,356.99","R$ 3,206.78"
11/2017,3065,379,R$ 232.76,R$ 117.26,"R$ 1,001.39","R$ 1,351.40"
11/2017,3075,748,R$ 119.69,R$ 60.30,R$ 344.76,R$ 524.75
11/2017,3085,198,R$ 207.85,R$ 73.41,R$ 468.76,R$ 750.02
11/2017,3095,319,R$ 342.50,R$ 178.02,"R$ 1,153.19","R$ 1,673.71"
11/2017,3105,315,R$ 127.98,R$ 61.07,R$ 341.99,R$ 531.03
11/2017,3115,318,"R$ 1,169.43",R$ 552.85,"R$ 5,058.35","R$ 6,780.62"
11/2017,3125,656,"R$ 3,130.63","R$ 1,211.44","R$ 7,786.61","R$ 12,128.67"
11/2017,3135,487,R$ 51.11,R$ 25.74,R$ 182.76,R$ 259.61
11/2017,3145,597,R$ 392.31,R$ 163.37,"R$ 1,005.21","R$ 1,560.89"
11/2017,3155,385,R$ 93.32,R$ 39.24,R$ 326.12,R$ 458.68
11/2017,3165,216,R$ 33.29,R$ 17.30,R$ 150.16,R$ 200.75
11/2017,3175,506,R$ 751.61,R$ 363.53,"R$ 2,690.78","R$ 3,805.92"
11/2017,3185,583,R$ 140.81,R$ 60.06,R$ 513.98,R$ 714.85
11/2017,3195,528,"R$ 1,236.62",R$ 490.50,"R$ 3,554.60","R$ 5,281.73"
11/2017,3205,513,R$ 524.13,R$ 266.41,"R$ 1,963.94","R$ 2,754.48"
11/2017,3215,754,R$ 928.85,R$ 364.82,"R$ 2,250.62","R$ 3,544.28"
11/2017,3225,248,R$ 649.55,R$ 340.62,"R$ 1,799.03","R$ 2,789.19"
11/2017,3235,658,"R$ 1,500.83",R$ 742.57,"R$ 4,723.67","R$ 6,967.07"
11/2017,3245,860,R$ 135.96,R$ 69.41,R$ 418.87,R$ 624.24
11/2017,3255,148,R$ 29.42,R$ 11.10,R$ 112.95,R$ 153.47
11/2017,3265,817,R$ 123.91,R$ 52.10,R$ 473.48,R$ 649.49
11/2017,3275,331,R$ 410.29,R$ 146.42,"R$ 1,609.46","R$ 2,166.16"
11/2017,3285,476,R$ 36.44,R$ 13.61,R$ 146.21,R$ 196.25
11/2017,3295,430,R$ 145.42,R$ 51.89,R$ 555.79,R$ 753.10
11/2017,3305,490,R$ 680.10,R$ 267.11,"R$ 2,088.73","R$ 3,035.94"
11/2017,3315,413,R$ 84.65,R$ 37.50,R$ 328.57,R$ 450.71
11/2017,3325,506,"R$ 1,020.37",R$ 447.79,"R$ 4,357.85","R$ 5,826.01"
11/2017,3335,372,R$ 196.01,R$ 89.30,R$ 614.74,R$ 900.05
11/2017,3345,526,R$ 204.46,R$ 108.17,R$ 518.82,R$ 831.44
11/2017,3355,410,R$ 81.56,R$ 42.59,R$ 322.42,R$ 446.57
11/2017,3365,326,R$ 34.15,R$ 17.13,R$ 145.95,R$ 197.23
11/2017,3375,198,R$ 316.22,R$ 155.75,"R$ 1,336.36","R$ 1,808.33"
11/2017,3385,368,R$ 81.68,R$ 43.21,R$ 240.27,R$ 365.15
11/2017,3395,855,R$ 627.08,R$ 310.26,"R$ 1,616.71","R$ 2,554.04"
11/2017,3405,514,R$ 310.74,R$ 111.47,R$ 853.35,"R$ 1,275.56"
11/2017,3415,170,R$ 129.83,R$ 63.95,R$ 439.50,R$ 633.29
11/2017,3425,544,R$ 199.74,R$ 87.65,R$ 575.65,R$ 863.04
11/2017,3435,269,"R$ 1,120.37",R$ 491.68,"R$ 3,302.74","R$ 4,914.79"
11/2017,3445,447,"R$ 2,206.39",R$ 879.47,"R$ 7,132.20","R$ 10,218.05"
11/2017,3455,290,R$ 42.95,R$ 18.58,R$ 145.63,R$ 207.15
11/2017,3465,641,R$ 217.04,R$ 83.15,R$ 601.28,R$ 901.48
11/2017,3475,498,R$ 551.50,R$ 277.82,"R$ 2,312.05","R$ 3,141.37"
11/2017,3485,208,R$ 133.39,R$ 50.60,R$ 502.51,R$ 686.49
11/2017,3495,323,R$ 512.72,R$ 183.91,"R$ 1,855.10","R$ 2,551.73"
11/2017,3505,549,R$ 468.06,R$ 212.27,"R$ 1,148.51","R$ 1,828.84"
11/2017,3515,266,R$ 72.76,R$ 32.54,R$ 230.04,R$ 335.33
11/2017,3535,134,R$ 423.40,R$ 215.22,"R$ 1,483.05","R$ 2,121.67"
11/2017,3545,485,R$ 733.55,R$ 388.08,"R$ 3,095.04","R$ 4,216.67"
11/2017,3555,218,R$ 179.74,R$ 70.94,R$ 451.53,R$ 702.22
11/2017,3565,391,"R$ 2,606.86","R$ 1,101.34","R$ 7,361.05","R$ 11,069.24"
11/2017,3575,267,R$ 48.17,R$ 21.05,R$ 114.87,R$ 184.09
11/2017,3585,181,R$ 23.33,R$ 9.21,R$ 94.07,R$ 126.61
11/2017,3595,295,R$ 101.51,R$ 44.13,R$ 270.50,R$ 416.15
11/2017,3605,324,R$ 228.76,R$ 103.74,R$ 586.01,R$ 918.51
11/2017,3615,289,R$ 126.42,R$ 56.80,R$ 402.16,R$ 585.38
11/2017,3625,347,R$ 470.80,R$ 199.85,"R$ 1,296.08","R$ 1,966.73"
11/2017,3635,131,R$ 111.33,R$ 54.34,R$ 290.70,R$ 456.37
11/2017,3645,177,R$ 141.61,R$ 57.85,R$ 531.14,R$ 730.60
11/2017,3655,305,R$ 432.75,R$ 204.58,"R$ 1,311.69","R$ 1,949.02"
11/2017,3665,131,R$ 11.04,R$ 4.45,R$ 44.31,R$ 59.80
11/2017,3675,473,R$ 98.77,R$ 42.53,R$ 308.72,R$ 450.02
11/2017,3685,130,R$ 68.62,R$ 24.48,R$ 241.79,R$ 334.89
11/2017,3695,248,R$ 57.98,R$ 21.89,R$ 133.70,R$ 213.57
11/2017,3705,470,R$ 551.88,R$ 293.26,"R$ 1,944.09","R$ 2,789.23"
11/2017,3715,116,R$ 72.16,R$ 29.47,R$ 253.73,R$ 355.36
11/2017,3725,482,R$ 447.46,R$ 181.88,"R$ 1,540.80","R$ 2,170.14"
11/2017,3735,375,R$ 738.70,R$ 301.72,"R$ 1,786.81","R$ 2,827.23"
11/2017,3745,33,R$ 62.55,R$ 25.18,R$ 161.49,R$ 249.21
11/2017,3755,364,R$ 407.36,R$ 168.81,"R$ 1,648.44","R$ 2,224.61"
11/2017,3775,289,R$ 525.27,R$ 271.80,"R$ 1,725.32","R$ 2,522.40"
11/2017,3785,60,R$ 402.30,R$ 199.95,"R$ 1,118.47","R$ 1,720.72"
11/2017,3795,220,R$ 379.32,R$ 163.34,"R$ 1,101.76","R$ 1,644.42"
11/2017,3805,200,R$ 7.06,R$ 3.47,R$ 28.88,R$ 39.40
11/2017,3815,280,R$ 104.89,R$ 48.01,R$ 437.44,R$ 590.34
11/2017,3835,307,R$ 370.60,R$ 196.06,"R$ 1,150.50","R$ 1,717.16"
11/2017,3845,464,R$ 143.83,R$ 54.83,R$ 550.97,R$ 749.63
11/2017,3865,279,R$ 47.68,R$ 18.44,R$ 190.15,R$ 256.27
11/2017,3875,219,R$ 148.70,R$ 62.52,R$ 607.46,R$ 818.68
11/2017,3885,284,R$ 527.74,R$ 203.20,"R$ 1,604.32","R$ 2,335.26"
11/2017,3895,179,R$ 324.65,R$ 136.50,"R$ 1,031.23","R$ 1,492.39"
11/2017,3905,373,R$ 297.47,R$ 129.93,"R$ 1,099.00","R$ 1,526.39"
11/2017,3915,220,R$ 746.48,R$ 278.90,"R$ 2,017.28","R$ 3,042.67"
11/2017,3925,478,R$ 289.73,R$ 143.35,R$ 825.89,"R$ 1,258.97"
11/2017,3935,477,R$ 233.13,R$ 115.87,R$ 734.83,"R$ 1,083.82"
11/2017,3945,64,"R$ 1,437.53",R$ 679.60,"R$ 4,183.85","R$ 6,300.97"
11/2017,3955,193,R$ 223.19,R$ 119.65,R$ 991.16,"R$ 1,334.00"
11/2017,3965,54,R$ 21.60,R$ 9.47,R$ 52.69,R$ 83.76
11/2017,3975,550,"R$ 1,170.64",R$ 605.74,"R$ 5,055.85","R$ 6,832.23"
11/2017,3985,402,R$ 808.79,R$ 391.19,"R$ 2,573.55","R$ 3,773.53"
11/2017,3995,487,"R$ 7,604.85","R$ 3,368.96","R$ 30,751.71","R$ 41,725.52"
11/2017,4005,225,R$ 98.59,R$ 37.21,R$ 261.30,R$ 397.11
11/2017,4015,199,R$ 58.34,R$ 22.02,R$ 191.11,R$ 271.47
11/2017,4025,228,R$ 17.05,R$ 8.02,R$ 68.13,R$ 93.20
11/2017,4035,267,R$ 146.85,R$ 75.99,R$ 503.01,R$ 725.85
11/2017,4045,438,"R$ 1,310.26",R$ 591.43,"R$ 3,826.26","R$ 5,727.94"
11/2017,4055,548,R$ 446.20,R$ 182.25,"R$ 1,317.21","R$ 1,945.67"
11/2017,4065,319,"R$ 3,864.45","R$ 1,570.77","R$ 13,437.06","R$ 18,872.28"
11/2017,4075,83,R$ 11.75,R$ 6.22,R$ 32.23,R$ 50.20
11/2017,4085,195,R$ 164.61,R$ 61.19,R$ 589.35,R$ 815.15
11/2017,4095,133,R$ 128.96,R$ 45.79,R$ 432.01,R$ 606.75
11/2017,4105,43,R$ 105.07,R$ 43.55,R$ 340.24,R$ 488.86
11/2017,4115,566,"R$ 1,472.34",R$ 592.65,"R$ 3,456.37","R$ 5,521.36"
11/2017,4125,422,R$ 113.91,R$ 50.22,R$ 355.28,R$ 519.41
11/2017,4135,315,R$ 131.99,R$ 53.91,R$ 343.71,R$ 529.60
11/2017,4145,76,R$ 145.53,R$ 59.74,R$ 414.86,R$ 620.13
11/2017,4155,124,R$ 71.63,R$ 37.89,R$ 192.19,R$ 301.70
11/2017,4165,394,R$ 274.96,R$ 147.41,R$ 731.65,"R$ 1,154.02"
11/2017,4185,389,R$ 605.02,R$ 286.02,"R$ 1,919.82","R$ 2,810.86"
11/2017,4195,221,R$ 261.39,R$ 106.76,R$ 761.15,"R$ 1,129.30"
11/2017,4205,244,"R$ 3,415.11","R$ 1,751.47","R$ 9,027.32","R$ 14,193.90"
11/2017,4215,15,"R$ 2,981.53","R$ 1,058.48","R$ 7,308.35","R$ 11,348.36"
11/2017,4225,294,R$ 16.86,R$ 6.59,R$ 54.97,R$ 78.43
11/2017,4235,128,R$ 235.91,R$ 85.93,R$ 703.13,"R$ 1,024.97"
11/2017,4245,247,R$ 163.40,R$ 72.73,R$ 466.63,R$ 702.75
11/2017,4255,488,R$ 41.17,R$ 18.76,R$ 152.59,R$ 212.52
11/2017,4265,322,"R$ 1,899.77",R$ 978.66,"R$ 5,051.13","R$ 7,929.56"
11/2017,4275,343,R$ 849.84,R$ 388.99,"R$ 2,515.19","R$ 3,754.02"
11/2017,4285,181,R$ 785.21,R$ 280.21,"R$ 3,064.10","R$ 4,129.52"
11/2017,4295,147,R$ 12.60,R$ 4.78,R$ 32.43,R$ 49.82
11/2017,4305,339,R$ 84.25,R$ 43.59,R$ 298.31,R$ 426.15
11/2017,4315,317,R$ 130.47,R$ 61.12,R$ 438.65,R$ 630.24
11/2017,4325,978,R$ 351.75,R$ 186.10,R$ 994.50,"R$ 1,532.36"
11/2017,4335,669,R$ 263.49,R$ 99.95,R$ 768.77,"R$ 1,132.21"
11/2017,4345,131,R$ 277.93,R$ 103.32,R$ 799.11,"R$ 1,180.35"
11/2017,4355,675,"R$ 7,835.98","R$ 3,982.99","R$ 29,077.13","R$ 40,896.10"
11/2017,4365,634,R$ 431.24,R$ 164.39,"R$ 1,295.27","R$ 1,890.90"
11/2017,4375,1273,"R$ 1,960.32",R$ 852.19,"R$ 7,340.97","R$ 10,153.49"
11/2017,4385,1400,"R$ 3,299.98","R$ 1,567.26","R$ 9,749.08","R$ 14,616.32"
11/2017,4395,426,"R$ 2,732.98","R$ 1,036.64","R$ 7,062.65","R$ 10,832.28"
11/2017,4405,990,"R$ 1,966.05",R$ 738.29,"R$ 5,799.85","R$ 8,504.19"
11/2017,4415,882,"R$ 3,799.66","R$ 1,914.12","R$ 10,518.54","R$ 16,232.31"
11/2017,4425,935,"R$ 1,104.99",R$ 574.34,"R$ 3,720.43","R$ 5,399.76"
11/2017,4435,923,"R$ 1,426.38",R$ 718.55,"R$ 5,711.94","R$ 7,856.87"
11/2017,4445,818,R$ 440.92,R$ 178.35,"R$ 1,175.69","R$ 1,794.95"
11/2017,4455,874,"R$ 1,495.10",R$ 631.64,"R$ 3,748.25","R$ 5,874.99"
11/2017,4465,452,"R$ 1,146.85",R$ 614.82,"R$ 3,186.85","R$ 4,948.52"
11/2017,4475,435,R$ 328.33,R$ 144.77,"R$ 1,175.31","R$ 1,648.42"
11/2017,4485,901,"R$ 2,808.54","R$ 1,044.05","R$ 10,740.53","R$ 14,593.12"
11/2017,4495,1141,"R$ 2,383.12",R$ 959.27,"R$ 7,102.59","R$ 10,444.98"
11/2017,4505,646,R$ 386.68,R$ 177.81,"R$ 1,177.79","R$ 1,742.29"
11/2017,4515,544,R$ 511.28,R$ 256.41,"R$ 1,290.45","R$ 2,058.14"
11/2017,4525,478,"R$ 1,117.73",R$ 516.38,"R$ 3,317.73","R$ 4,951.84"
11/2017,4535,736,R$ 535.16,R$ 229.35,"R$ 1,524.43","R$ 2,288.94"
11/2017,4545,566,"R$ 2,238.21",R$ 879.07,"R$ 5,840.41","R$ 8,957.69"
11/2017,4555,357,R$ 616.84,R$ 245.87,"R$ 1,488.00","R$ 2,350.71"
11/2017,4565,672,R$ 811.65,R$ 371.50,"R$ 3,134.95","R$ 4,318.10"
11/2017,4575,673,R$ 905.09,R$ 476.73,"R$ 2,896.22","R$ 4,278.02"
11/2017,4585,1178,R$ 811.12,R$ 341.04,"R$ 2,318.20","R$ 3,470.36"
11/2017,4595,527,R$ 355.29,R$ 173.42,R$ 952.27,"R$ 1,480.98"
11/2017,4605,762,R$ 470.30,R$ 252.13,"R$ 1,278.77","R$ 2,001.20"
11/2017,4615,571,R$ 837.14,R$ 367.39,"R$ 3,066.88","R$ 4,271.41"
11/2017,4625,746,R$ 781.98,R$ 327.21,"R$ 2,423.25","R$ 3,532.44"
11/2017,4635,834,"R$ 1,155.17",R$ 551.14,"R$ 3,625.90","R$ 5,332.21"
11/2017,4645,370,R$ 378.84,R$ 163.14,R$ 934.79,"R$ 1,476.78"
11/2017,4655,585,"R$ 1,116.36",R$ 455.98,"R$ 3,703.98","R$ 5,276.32"
11/2017,4665,518,R$ 938.97,R$ 352.59,"R$ 2,152.61","R$ 3,444.17"
11/2017,4675,87,R$ 142.73,R$ 68.40,R$ 504.59,R$ 715.72
11/2017,4685,546,R$ 437.29,R$ 221.27,"R$ 1,465.83","R$ 2,124.39"
11/2017,4695,630,"R$ 1,426.82",R$ 530.42,"R$ 5,265.08","R$ 7,222.32"
11/2017,4705,968,"R$ 1,218.21",R$ 490.36,"R$ 3,732.74","R$ 5,441.31"
11/2017,4715,765,"R$ 3,455.37","R$ 1,748.50","R$ 12,740.53","R$ 17,944.40"
11/2017,4725,729,R$ 916.08,R$ 431.10,"R$ 3,587.53","R$ 4,934.71"
11/2017,4735,240,R$ 142.93,R$ 55.58,R$ 419.90,R$ 618.41
11/2017,4745,497,R$ 76.26,R$ 29.06,R$ 184.81,R$ 290.14
11/2017,4755,854,"R$ 2,323.43",R$ 981.60,"R$ 5,850.15","R$ 9,155.17"
11/2017,4765,767,"R$ 1,222.98",R$ 641.33,"R$ 3,120.47","R$ 4,984.78"
11/2017,4775,332,R$ 840.87,R$ 397.52,"R$ 2,072.81","R$ 3,311.20"
11/2017,4785,1028,"R$ 2,226.00",R$ 909.20,"R$ 5,771.63","R$ 8,906.83"
11/2017,4795,118,R$ 197.44,R$ 69.73,R$ 575.64,R$ 842.81
11/2017,4805,1002,"R$ 1,689.10",R$ 605.88,"R$ 6,111.56","R$ 8,406.54"
11/2017,4815,526,R$ 381.61,R$ 177.94,"R$ 1,363.31","R$ 1,922.86"
11/2017,4825,604,R$ 475.34,R$ 220.63,"R$ 1,309.70","R$ 2,005.67"
11/2017,4835,730,R$ 519.12,R$ 186.21,"R$ 2,093.60","R$ 2,798.94"
11/2017,4845,961,"R$ 1,206.04",R$ 471.34,"R$ 3,913.90","R$ 5,591.28"
11/2017,4855,307,R$ 412.87,R$ 190.74,"R$ 1,665.61","R$ 2,269.22"
11/2017,4865,853,R$ 927.65,R$ 434.53,"R$ 2,667.95","R$ 4,030.14"
11/2017,4875,721,"R$ 2,671.63","R$ 1,388.60","R$ 10,650.75","R$ 14,710.99"
11/2017,4885,516,R$ 111.30,R$ 58.37,R$ 374.14,R$ 543.80
11/2017,4895,341,R$ 840.32,R$ 355.01,"R$ 3,366.99","R$ 4,562.32"
11/2017,4905,540,"R$ 1,086.74",R$ 549.92,"R$ 4,470.27","R$ 6,106.93"
11/2017,4915,872,"R$ 2,689.44","R$ 1,306.76","R$ 9,831.47","R$ 13,827.67"
11/2017,4925,914,"R$ 2,165.38","R$ 1,061.72","R$ 5,812.38","R$ 9,039.48"
11/2017,4935,477,R$ 105.48,R$ 39.41,R$ 242.51,R$ 387.39
